,t3,t4,jsdiv,type
0,0.1,200,0.9468106436222206,S1 no Myopic
0,0.1,200,0.8359318665129228,S1 Myopic
0,0.1,200,0.2082786453726334,SOFAI w/ Myopic S1
0,0.1,200,0.6001960490029533,SOFAI w/ no Myopic S1
0,0.3,200,0.9468106436222206,S1 no Myopic
0,0.3,200,0.8359318665129228,S1 Myopic
0,0.3,200,0.21082461613438236,SOFAI w/ Myopic S1
0,0.3,200,0.8093077739325145,SOFAI w/ no Myopic S1
0,0.6,200,0.9468106436222206,S1 no Myopic
0,0.6,200,0.8359318665129228,S1 Myopic
0,0.6,200,0.2964580338342648,SOFAI w/ Myopic S1
0,0.6,200,0.3908186052220885,SOFAI w/ no Myopic S1
0,0.9,200,0.9468106436222206,S1 no Myopic
0,0.9,200,0.8359318665129228,S1 Myopic
0,0.9,200,0.25867778642763833,SOFAI w/ Myopic S1
0,0.9,200,0.41457325152719043,SOFAI w/ no Myopic S1
0,0.1,200,0.8732370226439417,S1 no Myopic
0,0.1,200,0.8234584262546275,S1 Myopic
0,0.1,200,0.34352218170445115,SOFAI w/ Myopic S1
0,0.1,200,0.5106437570488214,SOFAI w/ no Myopic S1
0,0.3,200,0.8732370226439417,S1 no Myopic
0,0.3,200,0.8234584262546275,S1 Myopic
0,0.3,200,0.30636751982877214,SOFAI w/ Myopic S1
0,0.3,200,0.4528138026607895,SOFAI w/ no Myopic S1
0,0.6,200,0.8732370226439417,S1 no Myopic
0,0.6,200,0.8234584262546275,S1 Myopic
0,0.6,200,0.3985194100540864,SOFAI w/ Myopic S1
0,0.6,200,0.6021064640165916,SOFAI w/ no Myopic S1
0,0.9,200,0.8732370226439417,S1 no Myopic
0,0.9,200,0.8234584262546275,S1 Myopic
0,0.9,200,0.3848096028360616,SOFAI w/ Myopic S1
0,0.9,200,0.36159600975690165,SOFAI w/ no Myopic S1
0,0.1,200,0.9575792810000648,S1 no Myopic
0,0.1,200,0.9239803208469524,S1 Myopic
0,0.1,200,0.07023498921607069,SOFAI w/ Myopic S1
0,0.1,200,0.03884362905353442,SOFAI w/ no Myopic S1
0,0.3,200,0.9575792810000648,S1 no Myopic
0,0.3,200,0.9239803208469524,S1 Myopic
0,0.3,200,0.22261589791961334,SOFAI w/ Myopic S1
0,0.3,200,0.0492241373275553,SOFAI w/ no Myopic S1
0,0.6,200,0.9575792810000648,S1 no Myopic
0,0.6,200,0.9239803208469524,S1 Myopic
0,0.6,200,0.0641271059953858,SOFAI w/ Myopic S1
0,0.6,200,0.11503304453499986,SOFAI w/ no Myopic S1
0,0.9,200,0.9575792810000648,S1 no Myopic
0,0.9,200,0.9239803208469524,S1 Myopic
